depth,proxy
118.10999999999626,-0.8333214156430946
118.12999999999619,0.08241940596779278
118.14999999999611,0.449044213480519
118.16999999999604,0.26655300955582595
118.18999999999596,0.22887814768988185
118.20999999999589,-0.1346474867984493
118.22999999999581,0.09317321082565191
118.24999999999574,0.18823812139408297
118.28999999999559,0.8158341500330463
118.30999999999551,1.1130320448827284
118.32999999999544,1.3498840608757672
118.34999999999536,1.511304849283214
118.36999999999529,1.0602513051679456
118.38999999999521,0.366820745089099
118.40999999999514,-0.02892560695078519
118.42999999999506,0.21997794742642768
118.44999999999499,0.5533576304581432
118.46999999999491,0.5699398182875627
118.48999999999484,0.5322122726540326
118.50999999999476,0.49448308012223935
118.52999999999469,0.6257100410794537
118.54999999999461,0.6422864143231254
118.56999999999454,0.437608592920859
118.58999999999446,0.2485189765395144
118.62999999999431,0.026727712328143024
118.64999999999424,0.037272034864093175
118.66999999999416,0.11268578421789455
118.68999999999409,0.032721360285823585
118.70999999999401,-0.3192815613414834
118.72999999999394,-0.9041013084563836
118.74999999999386,-1.3883468078697907
118.76999999999379,-1.0278008249634694
118.78999999999371,-0.2327881231923703
118.80999999999364,-0.3549677878790002
118.82999999999356,-0.6068770690810714
118.84999999999349,-0.9794642793481303
118.86999999999341,-0.733540251307803
118.88999999999334,-0.2080242263077757
118.90999999999326,-0.012371913681692555
118.94999999999311,-0.5161160928503812
118.96999999999304,-0.8494379686317814
118.98999999999296,-1.1178839472398157
119.00999999999289,-1.285248577689799
119.02999999999281,-1.1373177098793243
119.04999999999274,-0.8128769418346462
119.06999999999266,-0.4884288499598547
119.08999999999259,-0.5441242671327823
119.10999999999251,-0.36447651775167916
119.12999999999244,-0.1606822630063179
119.14999999999236,-0.11376720680084927
119.16999999999229,-0.22373123485386442
119.18999999999221,-0.17076194613397225
119.20999999999214,-0.49793671922317956
119.22999999999206,-0.19754359637687038
119.24999999999199,-0.21997167297583967
119.28999999999184,-0.5725390297848293
119.30999999999176,-0.6854479349917466
119.32999999999168,-0.37896981556403525
119.34999999999161,0.12664724052650778
119.36999999999153,0.4331464000375053
119.38999999999146,0.7135086183315554
119.40999999999138,0.9496283507552974
119.42999999999131,1.0992699342825911
119.44999999999123,0.717912946300717
119.46999999999116,0.4572504110693334
119.48999999999108,0.8060521302099909
119.50999999999101,0.2980089968288275
119.52999999999093,0.04341284649465043
119.54999999999086,-0.09048692438481161
119.56999999999078,-0.17610441907159335
119.60999999999063,-0.3473042911515594
119.62999999999056,-0.511331783185666
119.64999999999048,-0.30122781758642814
119.66999999999041,0.15478103550278244
119.68999999999033,0.19745910214640072
119.70999999999026,-0.0007153709254526934
119.72999999999018,-0.1606641478660772
119.74999999999011,-0.2582463050770576
119.76999999999003,-0.3437484092971344
119.78999999998996,-0.2964865635229206
119.80999999998988,-0.27334982167669314
119.82999999998981,-0.1808081955256495
119.84999999998973,0.06259989823154319
119.86999999998966,0.0012927452589404087
119.88999999998958,-0.30941463198356023
119.90999999998951,-0.48333797097166686
119.94999999998936,-0.7657786709805139
119.96999999998928,-0.5645418035199832
119.98999999998921,-0.20791352592831677
120.00999999998913,0.08084076848864746
120.02999999998906,0.21120793540781932
120.04999999998898,0.19827394009822927
120.06999999998891,0.1250058060245981
120.08999999998883,-0.5456363960572292
120.10999999998876,-0.075806477920631
120.12999999998868,-0.33007076521475215
120.14999999998861,-0.3670953098740141
120.16999999998853,-0.18688049146319702
120.18999999998846,-0.4592222840688295
120.20999999998838,-0.47812042027324264
120.22999999998831,-0.29788210789191555
120.26999999998816,0.24967063924499372
120.28999999998808,0.5747460977162921
120.30999999998801,0.7308687051466215
120.32999999998793,1.028798792669597
120.34999999998786,1.4172450284642077
120.36999999998778,1.4044201104099698
120.38999999998771,1.1260918975345522
120.40999999998763,0.9805175621385711
120.42999999998756,0.9888156438888507
120.44999999998748,0.5717027946530484
120.46999999998741,0.024853816864757367
120.48999999998733,-0.07244937787632874
120.50999999998726,-0.11846438165762016
120.52999999998718,-0.16448267227821078
120.54999999998711,-0.21050554859895124
120.56999999998703,-0.47602681919838424
120.60999999998688,-1.1028821647549345
120.62999999998681,-0.43387971361381594
120.64999999998673,-0.07866518389603795
120.66999999998666,-0.06137680771073736
120.68999999998658,0.3179503825057806
120.70999999998651,0.4217005574933341
120.72999999998643,0.15936300133884798
120.74999999998636,-0.2639064547711042
120.76999999998628,-0.48203345944944864
120.78999999998621,-0.5191569442742626
120.80999999998613,-0.6649205633340061
120.82999999998606,-0.5391726081127931
120.84999999998598,-0.11476194061626542
120.86999999998591,0.26134232097086735
120.88999999998583,0.4453173147282662
120.92999999998568,1.003234230441112
120.94999999998561,1.5270112223066614
120.96999999998553,1.5348141988660116
120.98999999998546,1.4294216785869915
121.00999999998538,1.108248335748905
121.02999999998531,0.667833005351573
121.04999999998523,0.21982119899799835
121.06999999998516,-0.22826948583658654
121.08999999998508,-0.21180171475895732
121.109999999985,-0.06869414721168206
121.12999999998493,-0.08255741789234103
121.14999999998486,-0.018061026957711074
121.16999999998478,0.12479256477058276
121.1899999999847,0.2675571980302174
121.20999999998463,0.024032945781060192
121.22999999998456,-0.20749505923549516
121.2699999999844,0.2705179501352829
121.28999999998433,-0.021600998880446184
121.30999999998426,-0.1426029387215128
121.32999999998418,-0.43126666569348837
121.3499999999841,-0.4030466888037539
121.36999999998403,-0.1760205101288849
121.38999999998396,-0.3200265513713185
121.40999999998388,-0.5604769862236987
121.4299999999838,-1.0611861362591513
121.44999999998373,-1.6393664016677694
121.46999999998366,-1.4148968272724414
121.48999999998358,-0.5688003767286748
121.5099999999835,0.682598317649613
121.52999999998343,0.7806730313225605
121.54999999998336,1.2167861467232988
121.5899999999832,1.4311319509964475
121.60999999998313,0.7719090624223873
121.62999999998306,0.22186669411785742
121.64999999998298,-0.10178112419364393
121.6699999999829,-0.3207873368030164
121.68999999998283,-0.5261095100496016
121.70999999998276,-0.6789597640051751
