depth,age
1.186149999999999949e+02,5.416523325000000000e+01
1.186400000000000006e+02,5.416719628571429723e+01
1.186650000000000063e+02,5.416915932142860157e+01
1.186899999999999977e+02,5.417112235714289881e+01
1.187150000000000034e+02,5.417308539285720315e+01
1.187399999999999949e+02,5.417504842857140090e+01
1.187650000000000006e+02,5.417701146428569814e+01
1.187900000000000063e+02,5.417897450000000248e+01
1.188149999999999977e+02,5.418093753571429971e+01
1.188400000000000034e+02,5.418290057142859695e+01
1.188649999999999949e+02,5.418487828333329759e+01
1.188900000000000006e+02,5.418691470000000265e+01
1.189150000000000063e+02,5.418895111666670061e+01
1.189399999999999977e+02,5.419098753333329910e+01
1.189650000000000034e+02,5.419302394999999706e+01
1.189899999999999949e+02,5.419506036666670212e+01
1.190150000000000006e+02,5.419709678333330061e+01
1.190649999999999977e+02,5.420116961666669653e+01
1.190900000000000034e+02,5.420320603333330212e+01
1.191149999999999949e+02,5.420524245000000008e+01
1.191400000000000006e+02,5.420727886666669804e+01
1.191650000000000063e+02,5.420931528333329652e+01
1.191899999999999977e+02,5.421135170000000159e+01
1.192150000000000034e+02,5.421338811666669955e+01
1.192399999999999949e+02,5.421542453333329803e+01
1.192650000000000006e+02,5.421746095000000309e+01
1.192900000000000063e+02,5.421949736666670105e+01
1.193149999999999977e+02,5.422153378333329954e+01
1.193400000000000034e+02,5.422357019999999750e+01
1.193649999999999949e+02,5.422560661666670256e+01
1.193900000000000006e+02,5.422764303333330105e+01
1.194150000000000063e+02,5.422967944999999901e+01
1.194399999999999977e+02,5.423171586666669697e+01
1.194650000000000034e+02,5.423371270967739832e+01
1.194899999999999949e+02,5.423555125806449695e+01
1.195150000000000006e+02,5.423738980645160268e+01
1.195400000000000063e+02,5.423922835483870131e+01
1.195649999999999977e+02,5.424106690322579993e+01
1.195900000000000034e+02,5.424290545161289856e+01
1.196149999999999949e+02,5.424474399999999719e+01
1.196400000000000006e+02,5.424658254838710292e+01
1.196650000000000063e+02,5.424842109677420154e+01
1.196899999999999977e+02,5.425025964516130017e+01
1.197150000000000034e+02,5.425209819354839880e+01
1.197399999999999949e+02,5.425393674193549742e+01
1.197650000000000006e+02,5.425577529032260315e+01
1.197900000000000063e+02,5.425761383870970178e+01
1.198149999999999977e+02,5.425945238709680041e+01
1.198400000000000034e+02,5.426129093548389903e+01
1.198649999999999949e+02,5.426312948387099766e+01
1.198900000000000006e+02,5.426496803225810339e+01
1.199150000000000063e+02,5.426680658064520202e+01
1.199399999999999977e+02,5.426864512903230064e+01
1.199650000000000034e+02,5.427048367741939927e+01
1.199899999999999949e+02,5.427232222580639842e+01
1.200150000000000006e+02,5.427416077419349705e+01
1.200400000000000063e+02,5.427599932258060278e+01
1.200649999999999977e+02,5.427783787096770141e+01
1.200900000000000034e+02,5.427967641935480003e+01
1.201149999999999949e+02,5.428151496774189866e+01
1.201400000000000006e+02,5.428335351612899728e+01
1.201650000000000063e+02,5.428519206451610302e+01
1.201899999999999977e+02,5.428703061290320164e+01
1.202150000000000034e+02,5.428886916129030027e+01
1.202399999999999949e+02,5.429070770967739890e+01
1.202650000000000006e+02,5.429254625806449752e+01
1.202900000000000063e+02,5.429438480645160325e+01
1.203149999999999977e+02,5.429622335483870188e+01
1.203400000000000034e+02,5.429806190322580051e+01
1.203649999999999949e+02,5.429990045161289913e+01
1.203900000000000006e+02,5.430173899999999776e+01
1.204150000000000063e+02,5.430481427083329748e+01
1.204399999999999977e+02,5.430788954166669669e+01
1.204650000000000034e+02,5.431096481250000352e+01
1.204899999999999949e+02,5.431404008333330324e+01
1.205649999999999977e+02,5.432326589583330190e+01
1.205900000000000034e+02,5.432634116666670110e+01
1.206149999999999949e+02,5.432941643750000082e+01
1.206400000000000006e+02,5.433249170833330055e+01
1.206650000000000063e+02,5.433556697916669975e+01
1.206899999999999977e+02,5.433864224999999948e+01
1.207150000000000034e+02,5.434171752083329920e+01
1.207399999999999949e+02,5.434479279166669841e+01
1.207650000000000006e+02,5.434786806249999813e+01
1.207900000000000063e+02,5.435094333333329786e+01
1.208149999999999977e+02,5.435401860416669706e+01
1.208400000000000034e+02,5.435709387499999679e+01
1.208649999999999949e+02,5.436016914583329651e+01
1.208900000000000006e+02,5.436324441666670282e+01
1.209150000000000063e+02,5.436631968750000254e+01
1.209399999999999977e+02,5.436939495833330227e+01
1.209650000000000034e+02,5.437247022916670147e+01
1.209899999999999949e+02,5.437554550000000120e+01
1.210150000000000006e+02,5.437862077083330092e+01
1.210400000000000063e+02,5.438169604166670013e+01
1.210649999999999977e+02,5.438477131249999985e+01
1.210900000000000034e+02,5.438784658333329958e+01
1.211149999999999949e+02,5.439092185416669878e+01
1.211400000000000006e+02,5.439399712499999850e+01
1.211650000000000063e+02,5.439707239583329823e+01
1.211899999999999977e+02,5.440014766666669743e+01
1.212150000000000034e+02,5.440322293749999716e+01
1.212399999999999949e+02,5.440629820833329688e+01
1.212650000000000006e+02,5.440937347916670319e+01
1.212900000000000063e+02,5.441244875000000292e+01
1.213149999999999977e+02,5.441552402083330264e+01
1.213400000000000034e+02,5.441859929166670184e+01
1.213649999999999949e+02,5.442167456250000157e+01
1.213900000000000006e+02,5.442474983333330130e+01
1.214150000000000063e+02,5.442782510416670050e+01
1.214399999999999977e+02,5.443090037500000022e+01
1.214650000000000034e+02,5.443397564583329995e+01
1.214899999999999949e+02,5.443705091666669915e+01
1.215150000000000006e+02,5.444012618749999888e+01
1.215400000000000063e+02,5.444320145833329860e+01
1.215649999999999977e+02,5.444627672916669781e+01
1.215900000000000034e+02,5.444935199999999753e+01
1.216149999999999949e+02,5.445114519444440049e+01
1.216400000000000006e+02,5.445293838888890292e+01
1.216650000000000063e+02,5.445473158333329877e+01
1.216899999999999977e+02,5.445652477777780121e+01
1.217150000000000034e+02,5.445831797222219706e+01
1.217399999999999949e+02,5.446011116666669949e+01
1.217650000000000006e+02,5.446190436111110245e+01
1.217900000000000063e+02,5.446369755555559777e+01
1.218149999999999977e+02,5.446549075000000073e+01
1.218400000000000034e+02,5.446728394444439658e+01
1.218649999999999949e+02,5.446907713888889901e+01
1.218900000000000006e+02,5.447087033333330197e+01
1.219150000000000063e+02,5.447266352777779730e+01
1.219399999999999977e+02,5.447445672222220026e+01
1.219650000000000034e+02,5.447624991666670269e+01
1.219899999999999949e+02,5.447804311111109854e+01
1.220150000000000006e+02,5.447983630555560097e+01
1.220649999999999977e+02,5.448342269444439978e+01
1.220900000000000034e+02,5.448521588888890221e+01
1.221149999999999949e+02,5.448700908333329807e+01
1.221400000000000006e+02,5.448880227777780050e+01
1.221650000000000063e+02,5.449059547222220345e+01
1.221899999999999977e+02,5.449238866666669878e+01
1.222150000000000034e+02,5.449418186111110174e+01
1.222399999999999949e+02,5.449597505555559707e+01
1.222650000000000006e+02,5.449776825000000002e+01
1.222900000000000063e+02,5.449956144444440298e+01
1.223149999999999977e+02,5.450135463888889831e+01
1.223400000000000034e+02,5.450314783333330126e+01
1.223649999999999949e+02,5.450494102777779659e+01
1.223900000000000006e+02,5.450673422222219955e+01
1.224150000000000063e+02,5.450852741666670198e+01
1.224399999999999977e+02,5.451032061111109783e+01
1.224650000000000034e+02,5.451211380555560027e+01
1.224899999999999949e+02,5.451390700000000322e+01
1.225150000000000006e+02,5.451570019444439907e+01
1.225400000000000063e+02,5.451749338888890151e+01
1.225649999999999977e+02,5.451928658333329736e+01
1.225900000000000034e+02,5.452107977777779979e+01
1.226149999999999949e+02,5.452287297222220275e+01
1.226400000000000006e+02,5.452466616666669808e+01
1.226650000000000063e+02,5.452645936111110103e+01
1.226899999999999977e+02,5.452825255555560346e+01
1.227150000000000034e+02,5.453004574999999932e+01
1.227399999999999949e+02,5.453183894444450175e+01
1.227650000000000006e+02,5.453363213888889760e+01
1.227900000000000063e+02,5.453542533333330056e+01
1.228149999999999977e+02,5.453721852777780299e+01
1.228400000000000034e+02,5.453901172222219884e+01
1.228649999999999949e+02,5.454080491666670127e+01
1.228900000000000006e+02,5.454259811111109713e+01
1.229150000000000063e+02,5.454439130555559956e+01
1.229399999999999977e+02,5.454618450000000252e+01
1.229650000000000034e+02,5.454797769444439837e+01
1.229899999999999949e+02,5.454977088888890080e+01
1.230150000000000006e+02,5.455156408333329665e+01
1.230400000000000063e+02,5.455335727777779908e+01
1.230649999999999977e+02,5.455515047222220204e+01
1.230900000000000034e+02,5.455694366666669737e+01
1.231149999999999949e+02,5.455873686111110032e+01
1.231400000000000006e+02,5.456053005555560276e+01
1.231650000000000063e+02,5.456232324999999861e+01
1.231899999999999977e+02,5.456411644444440157e+01
1.232150000000000034e+02,5.456590963888889689e+01
1.232399999999999949e+02,5.456770283333329985e+01
1.232650000000000006e+02,5.456949602777780228e+01
1.232900000000000063e+02,5.457128922222219813e+01
1.233149999999999977e+02,5.457308241666670057e+01
1.233400000000000034e+02,5.457487561111110352e+01
1.233649999999999949e+02,5.457666880555559885e+01
1.233900000000000006e+02,5.457846200000000181e+01
1.234150000000000063e+02,5.458025519444449714e+01
1.234399999999999977e+02,5.458204838888890009e+01
1.234650000000000034e+02,5.458384158333330305e+01
1.234899999999999949e+02,5.458563477777779838e+01
1.235150000000000006e+02,5.458742797222220133e+01
1.235649999999999977e+02,5.459101436111109962e+01
1.235900000000000034e+02,5.459280755555560205e+01
1.236149999999999949e+02,5.459460074999999790e+01
1.236400000000000006e+02,5.459639394444440086e+01
1.236650000000000063e+02,5.459818713888890329e+01
1.236899999999999977e+02,5.459998033333329914e+01
1.237150000000000034e+02,5.460177352777780158e+01
1.237399999999999949e+02,5.460356672222219743e+01
1.237650000000000006e+02,5.460535991666669986e+01
1.237900000000000063e+02,5.460715311111110282e+01
1.238149999999999977e+02,5.460894630555559814e+01
1.238400000000000034e+02,5.461073950000000110e+01
1.238649999999999949e+02,5.461253269444439695e+01
1.238900000000000006e+02,5.461432588888889939e+01
1.239150000000000063e+02,5.461611908333330234e+01
1.239399999999999977e+02,5.461791227777779767e+01
1.239650000000000034e+02,5.461970547222220063e+01
1.239899999999999949e+02,5.462149866666670306e+01
1.240150000000000006e+02,5.462329186111109891e+01
1.240400000000000063e+02,5.462508505555560134e+01
1.240649999999999977e+02,5.462687824999999719e+01
1.241350000000000051e+02,5.463189919444440079e+01
1.241599999999999966e+02,5.463369238888890322e+01
1.241850000000000023e+02,5.463548558333329908e+01
1.242099999999999937e+02,5.463727877777780151e+01
1.242349999999999994e+02,5.463907197222219736e+01
1.242600000000000051e+02,5.464086516666669979e+01
1.242849999999999966e+02,5.464265836111110275e+01
1.243100000000000023e+02,5.464445155555559808e+01
1.243349999999999937e+02,5.464624475000000103e+01
1.243599999999999994e+02,5.464803794444439689e+01
1.243850000000000051e+02,5.464983113888889932e+01
1.244099999999999966e+02,5.465162433333330227e+01
1.244350000000000023e+02,5.465341752777779760e+01
1.244599999999999937e+02,5.465521072222220056e+01
1.244849999999999994e+02,5.465700391666670299e+01
1.245100000000000051e+02,5.465879711111109884e+01
1.245349999999999966e+02,5.466059030555560128e+01
1.245600000000000023e+02,5.466238349999999713e+01
1.245849999999999937e+02,5.466417669444440008e+01
1.246099999999999994e+02,5.466596988888890252e+01
1.246350000000000051e+02,5.466776308333329837e+01
1.246599999999999966e+02,5.466955627777780080e+01
1.246850000000000023e+02,5.467134947222219665e+01
1.247099999999999937e+02,5.467314266666669909e+01
1.247349999999999994e+02,5.467493586111110204e+01
1.247600000000000051e+02,5.467672905555559737e+01
1.247849999999999966e+02,5.467852225000000033e+01
1.248100000000000023e+02,5.468031544444450276e+01
1.248349999999999937e+02,5.468210863888889861e+01
1.248599999999999994e+02,5.468390183333330157e+01
1.248850000000000051e+02,5.468569502777779689e+01
1.249099999999999966e+02,5.468748822222219985e+01
1.249350000000000023e+02,5.468928141666670228e+01
1.249599999999999937e+02,5.469107461111109814e+01
1.249849999999999994e+02,5.469286780555560057e+01
1.250100000000000051e+02,5.469466100000000353e+01
1.250349999999999966e+02,5.469645419444439938e+01
1.250600000000000023e+02,5.469824738888890181e+01
1.250849999999999937e+02,5.470004058333329766e+01
1.251099999999999994e+02,5.470183377777780009e+01
1.251350000000000051e+02,5.470362697222220305e+01
1.251599999999999966e+02,5.470542016666669838e+01
1.251850000000000023e+02,5.470721336111110134e+01
1.252099999999999937e+02,5.470900655555559666e+01
1.252349999999999994e+02,5.471079974999999962e+01
1.252600000000000051e+02,5.471259294444450205e+01
1.252849999999999966e+02,5.471438613888889790e+01
1.253100000000000023e+02,5.471617933333330086e+01
1.253349999999999937e+02,5.471797252777780329e+01
1.253599999999999994e+02,5.471976572222219914e+01
1.253850000000000051e+02,5.472155891666670158e+01
1.254099999999999966e+02,5.472335211111109743e+01
1.254350000000000023e+02,5.472514530555559986e+01
1.254599999999999937e+02,5.472693850000000282e+01
1.254849999999999994e+02,5.472873169444449815e+01
1.255100000000000051e+02,5.473052488888890110e+01
1.255349999999999966e+02,5.473231808333329695e+01
1.255600000000000023e+02,5.473411127777779939e+01
1.255849999999999937e+02,5.473590447222220234e+01
1.256350000000000051e+02,5.473949086111110063e+01
1.256599999999999966e+02,5.474128405555560306e+01
1.256850000000000023e+02,5.474307724999999891e+01
1.257099999999999937e+02,5.474487044444440187e+01
1.257349999999999994e+02,5.474666363888889720e+01
1.257600000000000051e+02,5.474845683333330015e+01
1.257849999999999966e+02,5.475025002777780259e+01
1.258100000000000023e+02,5.475204322222219844e+01
1.258349999999999937e+02,5.475383641666670087e+01
1.258599999999999994e+02,5.475562961111109672e+01
1.258850000000000051e+02,5.475742280555559915e+01
1.259099999999999966e+02,5.475921600000000211e+01
1.259350000000000023e+02,5.476105333552629872e+01
1.259599999999999937e+02,5.476289067105260244e+01
1.259849999999999994e+02,5.476472800657899853e+01
1.260100000000000051e+02,5.476656534210530225e+01
1.260349999999999966e+02,5.476840267763159886e+01
1.260600000000000023e+02,5.477024001315790258e+01
1.260849999999999937e+02,5.477207734868419919e+01
1.261099999999999994e+02,5.477391468421050291e+01
1.261350000000000051e+02,5.477575201973679953e+01
1.261599999999999966e+02,5.477758935526320272e+01
1.261850000000000023e+02,5.477942669078949933e+01
1.262099999999999937e+02,5.478126402631580305e+01
1.262349999999999994e+02,5.478310136184209966e+01
1.262600000000000051e+02,5.478493869736840338e+01
1.262849999999999966e+02,5.478677603289469999e+01
1.263100000000000023e+02,5.478861336842110319e+01
1.263349999999999937e+02,5.479045070394739980e+01
1.263599999999999994e+02,5.479228803947370352e+01
1.263850000000000051e+02,5.479412537500000013e+01
1.264099999999999966e+02,5.479596271052629675e+01
1.264350000000000023e+02,5.479780004605260046e+01
1.264599999999999937e+02,5.479963738157889708e+01
1.264849999999999994e+02,5.480147471710530027e+01
1.265100000000000051e+02,5.480331205263159688e+01
1.265349999999999966e+02,5.480514938815790060e+01
1.265600000000000023e+02,5.480698672368419722e+01
1.265849999999999937e+02,5.480882405921050093e+01
1.266099999999999994e+02,5.481066139473679755e+01
1.266350000000000051e+02,5.481249873026320074e+01
1.266599999999999966e+02,5.481433606578949735e+01
1.266850000000000023e+02,5.481617340131580107e+01
1.267099999999999937e+02,5.481801073684209769e+01
1.267349999999999994e+02,5.481984807236840140e+01
1.267600000000000051e+02,5.482168540789469802e+01
1.267849999999999966e+02,5.482352274342110121e+01
1.268100000000000023e+02,5.482536007894739782e+01
1.268349999999999937e+02,5.482719741447370154e+01
1.268599999999999994e+02,5.482903474999999816e+01
1.268850000000000051e+02,5.483087208552630187e+01
1.269099999999999966e+02,5.483270942105259849e+01
1.269350000000000023e+02,5.483454675657890220e+01
1.269599999999999937e+02,5.483638409210529829e+01
1.269849999999999994e+02,5.483822142763160201e+01
1.270100000000000051e+02,5.484005876315789862e+01
1.270349999999999966e+02,5.484189609868420234e+01
1.270600000000000023e+02,5.484373343421049896e+01
1.270849999999999937e+02,5.484557076973680267e+01
1.271350000000000051e+02,5.484924544078950248e+01
1.271599999999999966e+02,5.485108277631579909e+01
1.271850000000000023e+02,5.485292011184210281e+01
1.272099999999999937e+02,5.485475744736839943e+01
1.272349999999999994e+02,5.485659478289470314e+01
1.272600000000000051e+02,5.485843211842109923e+01
1.272849999999999966e+02,5.486026945394740295e+01
1.273100000000000023e+02,5.486210678947369956e+01
1.273349999999999937e+02,5.486394412500000328e+01
1.273599999999999994e+02,5.486578146052629990e+01
1.273850000000000051e+02,5.486761879605259651e+01
1.274099999999999966e+02,5.486945613157890023e+01
1.274350000000000023e+02,5.487132248717190208e+01
1.274599999999999937e+02,5.487330492303139806e+01
1.274849999999999994e+02,5.487528735889090115e+01
1.275100000000000051e+02,5.487726979475039712e+01
1.275349999999999966e+02,5.487925223060980073e+01
1.275600000000000023e+02,5.488123466646929671e+01
1.275849999999999937e+02,5.488321710232879980e+01
1.276099999999999994e+02,5.488519953818830288e+01
1.276350000000000051e+02,5.488718197404779886e+01
1.276599999999999966e+02,5.488916440990730194e+01
1.276850000000000023e+02,5.489114684576679792e+01
1.277099999999999937e+02,5.489312928162630101e+01
1.277349999999999994e+02,5.489511171748569751e+01
1.277600000000000051e+02,5.489709415334520060e+01
1.277849999999999966e+02,5.489907658920469657e+01
1.278100000000000023e+02,5.490105902506419966e+01
1.278349999999999937e+02,5.490304146092370274e+01
1.278599999999999994e+02,5.490502389678319872e+01
1.278850000000000051e+02,5.490700633264270181e+01
1.279099999999999966e+02,5.490898876850219779e+01
1.279350000000000023e+02,5.491097120436160139e+01
1.279599999999999937e+02,5.491295364022109737e+01
1.279849999999999994e+02,5.491493607608060046e+01
1.280099999999999909e+02,5.491691851194010354e+01
1.280349999999999966e+02,5.491890094779959952e+01
1.280600000000000023e+02,5.492088338365910261e+01
1.280850000000000080e+02,5.492286581951859858e+01
1.281100000000000136e+02,5.492484825537800219e+01
1.281349999999999909e+02,5.492683069123749817e+01
1.281599999999999966e+02,5.492881312709700126e+01
1.281850000000000023e+02,5.493079556295649724e+01
1.282100000000000080e+02,5.493277799881600032e+01
1.282350000000000136e+02,5.493476043467550340e+01
1.282599999999999909e+02,5.493674287053499938e+01
1.282849999999999966e+02,5.493872530639450247e+01
1.283100000000000023e+02,5.494070774225389897e+01
1.283350000000000080e+02,5.494269017811340206e+01
1.283600000000000136e+02,5.494467261397289803e+01
1.283849999999999909e+02,5.494665504983240112e+01
1.284099999999999966e+02,5.494863748569189710e+01
1.284350000000000023e+02,5.495061992155140018e+01
1.284600000000000080e+02,5.495260235741090327e+01
1.284850000000000136e+02,5.495458479327039925e+01
1.286349999999999909e+02,5.496647940842729696e+01
1.286599999999999966e+02,5.496846184428680004e+01
1.286850000000000023e+02,5.497046150994499669e+01
1.287100000000000080e+02,5.497252992284440154e+01
1.287350000000000136e+02,5.497459833574369981e+01
1.287599999999999909e+02,5.497666674864309755e+01
1.287849999999999966e+02,5.497873516154240292e+01
1.288100000000000023e+02,5.498080357444180066e+01
1.288350000000000080e+02,5.498287198734109893e+01
1.288600000000000136e+02,5.498494040024049667e+01
1.288849999999999909e+02,5.498700881313980204e+01
1.289099999999999966e+02,5.498907722603919979e+01
1.289350000000000023e+02,5.499114563893849805e+01
1.289600000000000080e+02,5.499321405183790290e+01
1.289850000000000136e+02,5.499528246473720117e+01
1.290099999999999909e+02,5.499735087763659891e+01
1.290349999999999966e+02,5.499941929053589718e+01
1.290600000000000023e+02,5.500148770343520255e+01
1.290850000000000080e+02,5.500355611633460029e+01
1.291100000000000136e+02,5.500562452923389856e+01
1.291349999999999909e+02,5.500769294213330340e+01
1.291599999999999966e+02,5.500976135503260167e+01
1.291850000000000023e+02,5.501182976793199941e+01
1.292100000000000080e+02,5.501389818083129768e+01
1.292350000000000136e+02,5.501596659373070253e+01
1.292599999999999909e+02,5.501803500663000079e+01
1.292849999999999966e+02,5.502010341952939854e+01
1.293100000000000023e+02,5.502217183242869680e+01
1.293350000000000080e+02,5.502424024532810165e+01
1.293600000000000136e+02,5.502630865822739992e+01
1.293849999999999909e+02,5.502837707112679766e+01
1.294099999999999966e+02,5.503044548402610303e+01
1.294350000000000023e+02,5.503251389692550077e+01
1.294600000000000080e+02,5.503458230982479904e+01
1.294850000000000136e+02,5.503665072272409731e+01
1.295099999999999909e+02,5.503871913562350215e+01
1.295349999999999966e+02,5.504078754852280042e+01
1.295600000000000023e+02,5.504285596142219816e+01
1.295850000000000080e+02,5.504492437432150354e+01
1.296349999999999909e+02,5.504906120012019954e+01
1.296649999999999920e+02,5.505154329559950099e+01
1.296899999999999977e+02,5.505361170849879926e+01
1.297150000000000034e+02,5.505568012139819700e+01
1.297400000000000091e+02,5.505774853429750237e+01
1.297649999999999864e+02,5.505981694719680064e+01
1.298149999999999977e+02,5.506395377299549665e+01
1.298400000000000034e+02,5.506602218589490150e+01
1.298650000000000091e+02,5.506809059879419976e+01
1.298899999999999864e+02,5.507015901169359751e+01
1.299149999999999920e+02,5.507222742459290288e+01
1.299399999999999977e+02,5.507429583749230062e+01
1.299650000000000034e+02,5.507636425039159889e+01
1.299900000000000091e+02,5.507843266329099663e+01
1.300149999999999864e+02,5.508050107619030200e+01
1.300399999999999920e+02,5.508256948908969974e+01
1.300649999999999977e+02,5.508463790198899801e+01
1.300900000000000034e+02,5.508670631488840286e+01
1.301150000000000091e+02,5.508877472778770112e+01
1.301399999999999864e+02,5.509084314068709887e+01
1.301649999999999920e+02,5.509291155358639713e+01
1.301899999999999977e+02,5.509497996648580198e+01
1.302150000000000034e+02,5.509704837938510025e+01
1.302400000000000091e+02,5.509911679228439851e+01
1.302649999999999864e+02,5.510118520518380336e+01
1.302899999999999920e+02,5.510325361808310163e+01
1.303149999999999977e+02,5.510532203098249937e+01
1.303400000000000034e+02,5.510739044388179764e+01
1.303650000000000091e+02,5.510945885678120248e+01
1.303899999999999864e+02,5.511152726968050075e+01
1.304149999999999920e+02,5.511361336666669786e+01
1.304399999999999977e+02,5.511577020000000005e+01
1.304650000000000034e+02,5.511792703333330223e+01
1.304900000000000091e+02,5.512008386666669679e+01
1.305149999999999864e+02,5.512224069999999898e+01
1.305399999999999920e+02,5.512439753333330117e+01
1.305649999999999977e+02,5.512655436666670283e+01
1.305900000000000034e+02,5.512871119999999792e+01
1.306150000000000091e+02,5.513086803333330010e+01
1.306399999999999864e+02,5.513302486666670177e+01
1.306649999999999920e+02,5.513518169999999685e+01
1.306899999999999977e+02,5.513733853333329904e+01
1.307150000000000034e+02,5.513949536666670070e+01
1.307400000000000091e+02,5.514165220000000289e+01
1.307649999999999864e+02,5.514380903333329798e+01
1.307899999999999920e+02,5.514596586666669964e+01
1.308149999999999977e+02,5.514812270000000183e+01
1.308400000000000034e+02,5.515027953333329691e+01
1.308650000000000091e+02,5.515243636666669858e+01
1.308899999999999864e+02,5.515459320000000076e+01
1.309149999999999920e+02,5.515675003333330295e+01
1.309399999999999977e+02,5.515890686666669751e+01
1.309650000000000034e+02,5.516106369999999970e+01
1.309900000000000091e+02,5.516322053333330189e+01
1.310149999999999864e+02,5.516537736666670355e+01
1.310399999999999920e+02,5.516753419999999863e+01
1.310649999999999977e+02,5.516969103333330082e+01
1.310900000000000034e+02,5.517184786666670249e+01
1.311150000000000091e+02,5.517400469999999757e+01
1.311399999999999864e+02,5.517616153333329976e+01
1.311649999999999920e+02,5.517827125000000166e+01
1.311899999999999977e+02,5.518019249999999687e+01
1.312150000000000034e+02,5.518211374999999919e+01
1.312400000000000091e+02,5.518403500000000150e+01
1.313149999999999977e+02,5.518979875000000135e+01
1.313400000000000034e+02,5.519171999999999656e+01
1.313650000000000091e+02,5.519364124999999888e+01
1.313899999999999864e+02,5.519556250000000119e+01
1.314149999999999920e+02,5.519748375000000351e+01
1.314399999999999977e+02,5.519940499999999872e+01
1.314650000000000034e+02,5.520132625000000104e+01
1.314900000000000091e+02,5.520324750000000336e+01
1.315149999999999864e+02,5.520516874999999857e+01
1.315399999999999920e+02,5.520709000000000088e+01
1.315649999999999977e+02,5.520901125000000320e+01
1.315900000000000034e+02,5.521093249999999841e+01
1.316150000000000091e+02,5.521285375000000073e+01
1.316399999999999864e+02,5.521477500000000305e+01
1.316649999999999920e+02,5.521669624999999826e+01
1.316899999999999977e+02,5.521861750000000058e+01
1.317150000000000034e+02,5.522053875000000289e+01
1.317400000000000091e+02,5.522245999999999810e+01
1.317649999999999864e+02,5.522438125000000042e+01
1.317899999999999920e+02,5.522630250000000274e+01
1.318149999999999977e+02,5.522822374999999795e+01
1.318400000000000034e+02,5.523014500000000027e+01
1.318650000000000091e+02,5.523206625000000258e+01
1.318899999999999864e+02,5.523398749999999779e+01
1.319149999999999920e+02,5.523590875000000011e+01
1.319399999999999977e+02,5.523783000000000243e+01
1.319650000000000034e+02,5.523975124999999764e+01
1.319900000000000091e+02,5.524167249999999996e+01
1.320149999999999864e+02,5.524359375000000227e+01
1.320399999999999920e+02,5.524551499999999749e+01
1.320649999999999977e+02,5.524743624999999980e+01
1.320900000000000034e+02,5.524935750000000212e+01
1.321150000000000091e+02,5.525127874999999733e+01
1.321399999999999864e+02,5.525319999999999965e+01
1.321649999999999920e+02,5.525512125000000196e+01
1.321899999999999977e+02,5.525704249999999718e+01
1.322150000000000034e+02,5.525896374999999949e+01
1.322400000000000091e+02,5.526088500000000181e+01
1.322649999999999864e+02,5.526280624999999702e+01
1.322899999999999920e+02,5.526472749999999934e+01
1.323149999999999977e+02,5.526664875000000166e+01
1.323400000000000034e+02,5.526856999999999687e+01
1.323650000000000091e+02,5.527038484845709831e+01
1.323899999999999864e+02,5.527219969691410029e+01
1.324149999999999920e+02,5.527401454537120173e+01
1.324399999999999977e+02,5.527582939382830318e+01
1.324650000000000034e+02,5.527764424228529805e+01
1.324900000000000091e+02,5.527945909074239950e+01
1.325149999999999864e+02,5.528127393919950094e+01
1.325399999999999920e+02,5.528308878765660239e+01
1.325649999999999977e+02,5.528490363611359726e+01
1.325900000000000034e+02,5.528671848457069871e+01
1.326150000000000091e+02,5.528853333302780015e+01
1.326399999999999864e+02,5.529034818148480213e+01
1.326649999999999920e+02,5.529216302994189647e+01
1.326899999999999977e+02,5.529397787839899792e+01
1.327150000000000034e+02,5.529579272685609936e+01
1.327400000000000091e+02,5.529760757531310134e+01
1.327649999999999864e+02,5.529942242377020278e+01
1.328149999999999977e+02,5.530305212068429910e+01
1.328400000000000034e+02,5.530486696914140055e+01
1.328650000000000091e+02,5.530668181759850199e+01
1.328899999999999864e+02,5.530849666605549686e+01
1.329149999999999920e+02,5.531031151451259831e+01
1.329399999999999977e+02,5.531212636296969976e+01
1.329650000000000034e+02,5.531394121142680120e+01
1.329900000000000091e+02,5.531575605988380318e+01
1.330149999999999864e+02,5.531757090834089752e+01
1.330399999999999920e+02,5.531938575679799897e+01
1.330649999999999977e+02,5.532120060525500094e+01
1.330900000000000034e+02,5.532301545371210238e+01
1.331150000000000091e+02,5.532483030216919673e+01
1.331399999999999864e+02,5.532664515062629818e+01
1.331649999999999920e+02,5.532845999908330015e+01
1.331899999999999977e+02,5.533027484754040159e+01
1.332150000000000034e+02,5.533208969599750304e+01
1.332400000000000091e+02,5.533390454445449791e+01
1.332649999999999864e+02,5.533571939291159936e+01
1.332899999999999920e+02,5.533753424136870080e+01
1.333149999999999977e+02,5.533934908982580225e+01
1.333400000000000034e+02,5.534116393828279712e+01
1.333650000000000091e+02,5.534297878673989857e+01
1.333899999999999864e+02,5.534479363519700001e+01
1.334149999999999920e+02,5.534660848365400199e+01
1.334399999999999977e+02,5.534842333211110343e+01
1.334650000000000034e+02,5.535023818056819778e+01
1.334900000000000091e+02,5.535205302902519975e+01
1.335149999999999864e+02,5.535386787748230120e+01
1.335399999999999920e+02,5.535568279444770212e+01
1.335649999999999977e+02,5.535766891378529664e+01
1.335900000000000034e+02,5.535965503312279878e+01
1.336150000000000091e+02,5.536164115246040041e+01
1.336399999999999864e+02,5.536362727179790255e+01
