depth,age
1.182650000000000006e+02,5.413775075000000214e+01
1.182900000000000063e+02,5.413971378571429938e+01
1.183149999999999977e+02,5.414167682142859661e+01
1.183400000000000034e+02,5.414363985714290095e+01
1.183649999999999949e+02,5.414560289285709871e+01
1.183900000000000006e+02,5.414756592857140305e+01
1.184150000000000063e+02,5.414952896428570028e+01
1.184399999999999977e+02,5.415149199999999752e+01
1.184650000000000034e+02,5.415345503571430186e+01
1.184899999999999949e+02,5.415541807142859909e+01
1.185150000000000006e+02,5.415738110714290343e+01
1.185400000000000063e+02,5.415934414285710119e+01
1.185649999999999977e+02,5.416130717857139842e+01
1.185900000000000034e+02,5.416327021428570276e+01
